         0 ,    0.00000E+00 ,    0.00000E+00 ,    0.00000E+00 , 
         0 ,    0.40000E-02 ,    0.75285E-01 ,    0.19296E-02 , 
         0 ,    0.80000E-02 ,    0.14938E+00 ,    0.29408E-02 , 
         0 ,    0.12000E-01 ,    0.22111E+00 ,    0.41893E-02 , 
         0 ,    0.16000E-01 ,    0.28935E+00 ,    0.56387E-02 , 
         0 ,    0.20000E-01 ,    0.35302E+00 ,    0.71832E-02 , 
         0 ,    0.24000E-01 ,    0.41110E+00 ,    0.87115E-02 , 
         0 ,    0.28000E-01 ,    0.46269E+00 ,    0.10141E-01 , 
         0 ,    0.32000E-01 ,    0.50696E+00 ,    0.11423E-01 , 
         0 ,    0.36000E-01 ,    0.54322E+00 ,    0.12529E-01 , 
         0 ,    0.40000E-01 ,    0.57090E+00 ,    0.13438E-01 , 
         0 ,    0.44000E-01 ,    0.58955E+00 ,    0.14131E-01 , 
         0 ,    0.48000E-01 ,    0.59888E+00 ,    0.14593E-01 , 
         0 ,    0.52000E-01 ,    0.59875E+00 ,    0.14816E-01 , 
         0 ,    0.56000E-01 ,    0.58915E+00 ,    0.14798E-01 , 
         0 ,    0.60000E-01 ,    0.57024E+00 ,    0.14543E-01 , 
         0 ,    0.64000E-01 ,    0.54231E+00 ,    0.14065E-01 , 
         0 ,    0.68000E-01 ,    0.50582E+00 ,    0.13382E-01 , 
         0 ,    0.72000E-01 ,    0.46133E+00 ,    0.12519E-01 , 
         0 ,    0.76000E-01 ,    0.40954E+00 ,    0.11504E-01 , 
         0 ,    0.80000E-01 ,    0.35129E+00 ,    0.10370E-01 , 
         0 ,    0.84000E-01 ,    0.28748E+00 ,    0.91500E-02 , 
         0 ,    0.88000E-01 ,    0.21913E+00 ,    0.78775E-02 , 
         0 ,    0.92000E-01 ,    0.14731E+00 ,    0.65837E-02 , 
         0 ,    0.96000E-01 ,    0.73167E-01 ,    0.52965E-02 , 
         0 ,    0.10000E+00 ,   -0.21344E-02 ,    0.39987E-02 , 
         0 ,    0.10400E+00 ,   -0.77402E-01 ,    0.24912E-02 , 
         0 ,    0.10800E+00 ,   -0.15145E+00 ,    0.78129E-03 , 
         0 ,    0.11200E+00 ,   -0.22310E+00 ,   -0.10859E-02 , 
         0 ,    0.11600E+00 ,   -0.29122E+00 ,   -0.30202E-02 , 
         0 ,    0.12000E+00 ,   -0.35474E+00 ,   -0.49241E-02 , 
         0 ,    0.12400E+00 ,   -0.41265E+00 ,   -0.67194E-02 , 
         0 ,    0.12800E+00 ,   -0.46404E+00 ,   -0.83592E-02 , 
         0 ,    0.13200E+00 ,   -0.50810E+00 ,   -0.98173E-02 , 
         0 ,    0.13600E+00 ,   -0.54413E+00 ,   -0.11073E-01 , 
         0 ,    0.14000E+00 ,   -0.57155E+00 ,   -0.12107E-01 , 
         0 ,    0.14400E+00 ,   -0.58994E+00 ,   -0.12901E-01 , 
         0 ,    0.14800E+00 ,   -0.59901E+00 ,   -0.13442E-01 , 
         0 ,    0.15200E+00 ,   -0.59860E+00 ,   -0.13726E-01 , 
