         0 ,    0.00000E+00 ,    0.00000E+00 ,    0.00000E+00 , 
         0 ,    0.20000E-01 ,    0.75285E-01 ,    0.19296E-02 , 
         0 ,    0.40000E-01 ,    0.14938E+00 ,    0.34336E-02 , 
         0 ,    0.60000E-01 ,    0.22111E+00 ,    0.51387E-02 , 
         0 ,    0.80000E-01 ,    0.28935E+00 ,    0.68789E-02 , 
         0 ,    0.10000E+00 ,    0.35302E+00 ,    0.85955E-02 , 
         0 ,    0.12000E+00 ,    0.41110E+00 ,    0.10245E-01 , 
         0 ,    0.14000E+00 ,    0.46269E+00 ,    0.11787E-01 , 
         0 ,    0.16000E+00 ,    0.50696E+00 ,    0.13188E-01 , 
         0 ,    0.18000E+00 ,    0.54322E+00 ,    0.14423E-01 , 
         0 ,    0.20000E+00 ,    0.57090E+00 ,    0.15467E-01 , 
         0 ,    0.22000E+00 ,    0.58955E+00 ,    0.16295E-01 , 
         0 ,    0.24000E+00 ,    0.59888E+00 ,    0.16884E-01 , 
         0 ,    0.26000E+00 ,    0.59875E+00 ,    0.17216E-01 , 
         0 ,    0.28000E+00 ,    0.58915E+00 ,    0.17278E-01 , 
         0 ,    0.30000E+00 ,    0.57024E+00 ,    0.17067E-01 , 
         0 ,    0.32000E+00 ,    0.54231E+00 ,    0.16588E-01 , 
         0 ,    0.34000E+00 ,    0.50582E+00 ,    0.15855E-01 , 
         0 ,    0.36000E+00 ,    0.46133E+00 ,    0.14891E-01 , 
         0 ,    0.38000E+00 ,    0.40954E+00 ,    0.13722E-01 , 
         0 ,    0.40000E+00 ,    0.35129E+00 ,    0.12383E-01 , 
         0 ,    0.42000E+00 ,    0.28748E+00 ,    0.10910E-01 , 
         0 ,    0.44000E+00 ,    0.21913E+00 ,    0.93433E-02 , 
         0 ,    0.46000E+00 ,    0.14731E+00 ,    0.77230E-02 , 
         0 ,    0.48000E+00 ,    0.73167E-01 ,    0.60862E-02 , 
         0 ,    0.50000E+00 ,   -0.21344E-02 ,    0.44071E-02 , 
         0 ,    0.52000E+00 ,   -0.77402E-01 ,    0.25143E-02 , 
         0 ,    0.54000E+00 ,   -0.15145E+00 ,    0.53191E-03 , 
         0 ,    0.56000E+00 ,   -0.22310E+00 ,   -0.14742E-02 , 
         0 ,    0.58000E+00 ,   -0.29122E+00 ,   -0.34620E-02 , 
         0 ,    0.60000E+00 ,   -0.35474E+00 ,   -0.53937E-02 , 
         0 ,    0.62000E+00 ,   -0.41265E+00 ,   -0.72329E-02 , 
         0 ,    0.64000E+00 ,   -0.46404E+00 ,   -0.89498E-02 , 
         0 ,    0.66000E+00 ,   -0.50810E+00 ,   -0.10520E-01 , 
         0 ,    0.68000E+00 ,   -0.54413E+00 ,   -0.11920E-01 , 
         0 ,    0.70000E+00 ,   -0.57155E+00 ,   -0.13122E-01 , 
         0 ,    0.72000E+00 ,   -0.58994E+00 ,   -0.14097E-01 , 
         0 ,    0.74000E+00 ,   -0.59901E+00 ,   -0.14820E-01 , 
         0 ,    0.76000E+00 ,   -0.59860E+00 ,   -0.15268E-01 , 
         0 ,    0.78000E+00 ,   -0.58874E+00 ,   -0.15429E-01 , 
         0 ,    0.80000E+00 ,   -0.56957E+00 ,   -0.15300E-01 , 
         0 ,    0.82000E+00 ,   -0.54140E+00 ,   -0.14888E-01 , 
         0 ,    0.84000E+00 ,   -0.50467E+00 ,   -0.14209E-01 , 
         0 ,    0.86000E+00 ,   -0.45996E+00 ,   -0.13287E-01 , 
         0 ,    0.88000E+00 ,   -0.40798E+00 ,   -0.12151E-01 , 
         0 ,    0.90000E+00 ,   -0.34956E+00 ,   -0.10837E-01 , 
         0 ,    0.92000E+00 ,   -0.28560E+00 ,   -0.93832E-02 , 
         0 ,    0.94000E+00 ,   -0.21714E+00 ,   -0.78316E-02 , 
         0 ,    0.96000E+00 ,   -0.14524E+00 ,   -0.62232E-02 , 
         0 ,    0.98000E+00 ,   -0.71048E-01 ,   -0.45962E-02 , 
         0 ,    0.10000E+01 ,    0.42687E-02 ,   -0.29314E-02 , 
         0 ,    0.10200E+01 ,    0.79518E-01 ,   -0.10497E-02 , 
         0 ,    0.10400E+01 ,    0.15351E+00 ,    0.91900E-03 , 
         0 ,    0.10600E+01 ,    0.22508E+00 ,    0.29063E-02 , 
         0 ,    0.10800E+01 ,    0.29308E+00 ,    0.48702E-02 , 
         0 ,    0.11000E+01 ,    0.35646E+00 ,    0.67728E-02 , 
         0 ,    0.11200E+01 ,    0.41420E+00 ,    0.85774E-02 , 
         0 ,    0.11400E+01 ,    0.46539E+00 ,    0.10255E-01 , 
         0 ,    0.11600E+01 ,    0.50923E+00 ,    0.11781E-01 , 
         0 ,    0.11800E+01 ,    0.54502E+00 ,    0.13133E-01 , 
